Ano;Codigo da Area;Area de Avaliacao;Grau Academico;Codigo da IES;Nome da IES*;Sigla da IES*;Organizacao Academica;Categoria Administrativa;Codigo do Curso;Modalidade de Ensino;Codigo do Municipio**;Municipio do Curso**;Sigla da UF** ;NUMERO de Concluintes Inscritos;NUMERO  de Concluintes Participantes;Nota Bruta - FG;Nota Padronizada - FG;Nota Bruta - CE;Nota Padronizada - CE;Conceito Enade (Continuo);Conceito Enade (Faixa);Observacao
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3164;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE MATO GROSSO";IFMT;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1342612;Educacao Presencial;5107040;Primavera do Leste;MT;13;11;"39,154";"3,517";"37,972";"3,532";"3,528";4;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3165;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA  DO TRIANGULO MINEIRO";IFTM;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;100716;Educacao Presencial;3170107;Uberaba;MG;31;23;"39,234";"3,53";"44,478";"4,459";"4,226";5;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3165;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA  DO TRIANGULO MINEIRO";IFTM;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1127035;Educacao Presencial;3148103;Patrocinio;MG;16;14;"25,271";"1,329";"33,85";"2,944";"2,54";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3165;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA  DO TRIANGULO MINEIRO";IFTM;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1128230;Educacao Presencial;3147006;Paracatu;MG;27;25;"35,264";"2,904";"36,076";"3,262";"3,172";4;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3165;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA  DO TRIANGULO MINEIRO";IFTM;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1168085;Educacao Presencial;3134202;Ituiutaba;MG;23;17;"31,805";"2,359";"28,011";"2,113";"2,174";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;UEA;Universidade;Publica Estadual;69318;Educacao Presencial;1302603;Manaus;AM;7;2;"34,8";"2,831";"30,75";"2,503";"2,585";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3184;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE RORAIMA";IFRR;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;91909;Educacao Presencial;1400100;Boa Vista;RR;35;27;"34,533";"2,789";"31,07";"2,548";"2,608";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3188;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS";IFNMG;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;96981;Educacao Presencial;3135209;Januaria;MG;31;29;"27,534";"1,685";"35,124";"3,126";"2,766";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3188;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS";IFNMG;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1261310;Educacao Presencial;3101706;Almenara;MG;21;15;"31,84";"2,364";"29,506";"2,326";"2,335";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3188;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS";IFNMG;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1342409;Educacao Presencial;3103405;Aracuai;MG;34;18;"34,833";"2,836";"23,305";"1,442";"1,791";2;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3188;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS";IFNMG;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1404853;Educacao Presencial;3168606;Teofilo Otoni;MG;7;5;"44,22";"4,316";"51,4";5;"4,829";5;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3279;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS";IFSEMG;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1415487;Educacao Presencial;3108008;Bom Sucesso;MG;11;8;"36,562";"3,109";"29,7";"2,353";"2,542";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3285;FACULDADE SANTO ANTONIO;FSA;Faculdade;Privada com fins lucrativos;1332852;Educacao Presencial;2900702;Alagoinhas;BA;16;15;"28,566";"1,848";"23,033";"1,403";"1,515";2;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3295;FACULDADE SENAC FLORIANOPOLIS;SENAC FLORIANOPOLIS;Faculdade;Privada sem fins lucrativos;5001211;Educacao Presencial;4205407;Florianopolis;SC;18;17;"27,882";"1,74";"37,929";"3,526";"3,079";4;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3303;Faculdade Invest de Ciencias e Tecnologia;INVEST;Faculdade;Privada com fins lucrativos;1284622;Educacao Presencial;5103403;Cuiaba;MT;12;11;"26,636";"1,544";"22,9";"1,384";"1,424";2;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3332;FACULDADE DE TECNOLOGIA SENAC RIO;FATEC;Faculdade;Privada sem fins lucrativos;5001383;Educacao Presencial;3304557;Rio de Janeiro;RJ;15;11;"33,881";"2,686";"42,527";"4,181";"3,807";4;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3333;CENTRO UNIVERSITARIO UNIFTEC;;Centro Universitario;Privada com fins lucrativos;60168;Educacao Presencial;4305108;Caxias do Sul;RS;17;13;"34,946";"2,854";"39,638";"3,769";"3,54";4;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3333;CENTRO UNIVERSITARIO UNIFTEC;;Centro Universitario;Privada com fins lucrativos;1261609;Educacao a Distancia;4305108;Caxias do Sul;RS;49;45;"36,995";"3,177";"35,457";"3,173";"3,174";4;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3339;Centro Universitario IDEAU;UNIDEAU;Centro Universitario;Privada com fins lucrativos;112526;Educacao Presencial;4308904;Getulio Vargas;RS;5;4;"18,5";"0,261";"29,85";"2,374";"1,846";2;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3368;CENTRO UNIVERSITARIO DO SUL DE MINAS;UNIS-MG;Centro Universitario;Privada sem fins lucrativos;107462;Educacao Presencial;3170701;Varginha;MG;1;1;;;;;;SC;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3368;CENTRO UNIVERSITARIO DO SUL DE MINAS;UNIS-MG;Centro Universitario;Privada sem fins lucrativos;1367175;Educacao a Distancia;3170701;Varginha;MG;8;8;"35,137";"2,884";"34,4";"3,023";"2,988";4;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3371;CENTRO UNIVERSITARIO DE PATOS DE MINAS;UNIPAM;Centro Universitario;Privada sem fins lucrativos;1516685;Educacao a Distancia;3148004;Patos de Minas;MG;1;0;;;;;;SC;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3372;CENTRO UNIVERSITARIO DE LAVRAS;UNILAVRAS;Centro Universitario;Privada sem fins lucrativos;1522383;Educacao a Distancia;3138203;Lavras;MG;13;13;"31,1";"2,248";"32,776";"2,791";"2,656";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3388;CENTRO UNIVERSITARIO PARAISO;;Centro Universitario;Privada com fins lucrativos;1364692;Educacao Presencial;2307304;Juazeiro do Norte;CE;3;1;;;;;;SC;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3543;FACULDADE NOVO HAMBURGO;FACULDADE IENH;Faculdade;Privada sem fins lucrativos;1283122;Educacao Presencial;4313409;Novo Hamburgo;RS;6;6;"42,616";"4,063";"37,5";"3,464";"3,614";4;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3588;CENTRO UNIVERSITARIO DOM PEDRO II;UNIDOMPEDRO;Centro Universitario;Privada com fins lucrativos;1388299;Educacao a Distancia;2927408;Salvador;BA;5;3;"46,366";"4,654";"24,7";"1,641";"2,394";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3603;FACULDADE ANHANGUERA DE GUARULHOS;;Faculdade;Privada com fins lucrativos;1330719;Educacao Presencial;3518800;Guarulhos;SP;11;6;"23,8";"1,097";"27,533";"2,044";"1,808";2;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3649;CENTRO UNIVERSITARIO CIDADE VERDE;UniCV;Centro Universitario;Privada com fins lucrativos;1071167;Educacao Presencial;4115200;Maringa;PR;12;12;"37,366";"3,236";"30,858";"2,518";"2,697";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3649;CENTRO UNIVERSITARIO CIDADE VERDE;UniCV;Centro Universitario;Privada com fins lucrativos;1323837;Educacao a Distancia;4115200;Maringa;PR;81;65;"30,47";"2,148";"25,053";"1,691";"1,805";2;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3797;CENTRO UNIVERSITARIO GUAIRACA;UNIGUAIRACA;Centro Universitario;Privada com fins lucrativos;5000008;Educacao Presencial;4109401;Guarapuava;PR;20;16;"30,368";"2,132";"28,775";"2,221";"2,199";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3804;FACULDADE SENAC PORTO ALEGRE - FSPOA;SENAC/RS;Faculdade;Privada sem fins lucrativos;69212;Educacao Presencial;4314902;Porto Alegre;RS;58;31;"27,025";"1,605";"28,548";"2,189";"2,043";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3948;FACULDADE SENAC BLUMENAU;SENAC;Faculdade;Privada sem fins lucrativos;5001252;Educacao Presencial;4202404;Blumenau;SC;1;0;;;;;;SC;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3948;FACULDADE SENAC BLUMENAU;SENAC;Faculdade;Privada sem fins lucrativos;5001487;Educacao Presencial;4209102;Joinville;SC;1;1;;;;;;SC;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3978;FACULDADE DE TECNOLOGIA PENTAGONO;FATEP;Faculdade;Privada com fins lucrativos;74416;Educacao Presencial;3547809;Santo Andre;SP;13;12;"34,191";"2,735";"23,108";"1,414";"1,744";2;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3985;CENTRO UNIVERSITARIO SENAC;SENACSP;Centro Universitario;Privada sem fins lucrativos;1143464;Educacao Presencial;3550308;Sao Paulo;SP;95;79;"31,351";"2,287";"32,362";"2,732";"2,621";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3996;FACULDADE SENAC PERNAMBUCO;SENACPE;Faculdade;Privada sem fins lucrativos;5001459;Educacao Presencial;2611606;Recife;PE;35;34;"30,861";"2,21";"30,75";"2,503";"2,43";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3998;INSTITUTO INFNET RIO DE JANEIRO;INFNET;Faculdade;Privada com fins lucrativos;110486;Educacao Presencial;3304557;Rio de Janeiro;RJ;5;4;"37,15";"3,201";"34,875";"3,09";"3,118";4;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;3998;INSTITUTO INFNET RIO DE JANEIRO;INFNET;Faculdade;Privada com fins lucrativos;1135007;Educacao a Distancia;3304557;Rio de Janeiro;RJ;3;3;"30,8";"2,2";"31,833";"2,657";"2,543";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4006;FACULDADE DE TECNOLOGIA SENAC PELOTAS;FATEC SENAC PELOTAS;Faculdade;Privada sem fins lucrativos;74677;Educacao Presencial;4314407;Pelotas;RS;28;13;"41,853";"3,943";"43,276";"4,287";"4,201";5;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4020;FACULDADE DE TECNOLOGIA DE BOTUCATU;FATEC BT;Faculdade;Publica Estadual;1295581;Educacao Presencial;3507506;Botucatu;SP;47;31;"33,364";"2,605";"27,593";"2,053";"2,191";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4021;FACULDADE DE TECNOLOGIA DE GARCA;FATECGA;Faculdade;Publica Estadual;75347;Educacao Presencial;3516705;Garca;SP;76;52;"30,367";"2,132";"26,123";"1,844";"1,916";2;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4022;FACULDADE DE TECNOLOGIA DE JUNDIAI;FATEC/JD;Faculdade;Publica Estadual;79430;Educacao Presencial;3525904;Jundiai;SP;41;30;"39,586";"3,586";"37,683";"3,491";"3,514";4;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4024;FACULDADE DE TECNOLOGIA DE MOCOCA;FATEC;Faculdade;Publica Estadual;1153085;Educacao Presencial;3530508;Mococa;SP;51;37;"30,34";"2,128";"29,316";"2,298";"2,256";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4025;FACULDADE DE TECNOLOGIA DE SAO JOSE DO RIO PRETO;FATECRP;Faculdade;Publica Estadual;1210130;Educacao Presencial;3549805;Sao Jose do Rio Preto;SP;41;36;"36,261";"3,061";"34,511";"3,039";"3,044";4;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4026;FACULDADE DE TECNOLOGIA ZONA LESTE;FATEC-ZL;Faculdade;Publica Estadual;75359;Educacao Presencial;3550308;Sao Paulo;SP;139;90;"39,577";"3,584";"41,011";"3,965";"3,869";4;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4077;Faculdade QI Brasil;FAQI;Faculdade;Privada com fins lucrativos;1130274;Educacao a Distancia;4309209;Gravatai;RS;15;13;"37,584";"3,27";"34,5";"3,037";"3,095";4;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4094;Faculdade Estacio da Paraiba;ESTACIO PARAIBA;Faculdade;Privada com fins lucrativos;80892;Educacao Presencial;2507507;Joao Pessoa;PB;11;7;"30,257";"2,115";"26,842";"1,946";"1,988";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4096;Faculdade de Tecnologia FTEC de Porto Alegre;FTEC Porto Alegre;Faculdade;Privada com fins lucrativos;99934;Educacao Presencial;4314902;Porto Alegre;RS;6;0;;;;;;SC;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4097;Faculdade de Tecnologia FTEC de Bento Goncalves;FTEC Bento Goncalves;Faculdade;Privada com fins lucrativos;101190;Educacao Presencial;4302105;Bento Goncalves;RS;7;4;"33,1";"2,563";"31,3";"2,581";"2,577";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4098;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA FARROUPILHA";IFFarroupilha;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;107398;Educacao Presencial;4319802;Sao Vicente do Sul;RS;18;15;"32,38";"2,449";"28,98";"2,251";"2,3";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4098;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA FARROUPILHA";IFFarroupilha;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1103759;Educacao Presencial;4300406;Alegrete;RS;22;17;"26,641";"1,545";"25,411";"1,742";"1,693";2;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4101;FACULDADE DE TECNOLOGIA SENAI DE DESENVOLVIMENTO GERENCIAL;FATESG;Faculdade;Privada sem fins lucrativos;117454;Educacao Presencial;5208707;Goiania;GO;57;43;"29,072";"1,928";"29,681";"2,35";"2,245";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4107;FACULDADE DE TECNOLOGIA SENAI PORTO ALEGRE;FATEC SENAI;Faculdade;Privada sem fins lucrativos;1190173;Educacao Presencial;4314902;Porto Alegre;RS;15;10;"32,66";"2,494";"33,24";"2,857";"2,766";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4118;Centro Universitario Mauricio de Nassau Paulista;UNINASSAU PAULISTA;Centro Universitario;Privada com fins lucrativos;1137739;Educacao Presencial;2610707;Paulista;PE;7;6;"18,316";"0,232";"28,683";"2,208";"1,714";2;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4121;CENTRO UNIVERSITARIO MAURICIO DE NASSAU DE ARACAJU;;Centro Universitario;Privada sem fins lucrativos;1259097;Educacao Presencial;2800308;Aracaju;SE;25;11;"40,69";"3,76";"34,79";"3,078";"3,249";4;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4153;Centro Universitario Joaquim Nabuco de Recife;UNINABUCO RECIFE;Centro Universitario;Privada com fins lucrativos;1526359;Educacao a Distancia;2611606;Recife;PE;14;4;"28,2";"1,79";"26,875";"1,951";"1,911";2;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4162;Faculdade SENAC Goias;FacSenacGO;Faculdade;Privada sem fins lucrativos;5001409;Educacao Presencial;5208707;Goiania;GO;8;8;"35,25";"2,902";"32,912";"2,811";"2,834";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4255;FACULDADES INTEGRADAS DE CACOAL;UNESC;Faculdade;Privada com fins lucrativos;58741;Educacao Presencial;1100049;Cacoal;RO;11;2;"23,65";"1,073";"33,05";"2,83";"2,391";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4420;Centro Universitario Aeso -  Barros Melo;Uniaeso;Centro Universitario;Privada com fins lucrativos;1441732;Educacao Presencial;2609600;Olinda;PE;11;11;"24,181";"1,157";"26,218";"1,857";"1,682";2;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4596;FACULDADE REGES DE RIBEIRAO PRETO;;Faculdade;Privada sem fins lucrativos;1131840;Educacao Presencial;3543402;Ribeirao Preto;SP;14;13;"32,923";"2,535";"23,569";"1,48";"1,743";2;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4655;FACULDADE ANHANG?RA DE SOROCABA;FSO;Faculdade;Privada com fins lucrativos;112134;Educacao Presencial;3552205;Sorocaba;SP;1;1;;;;;;SC;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4722;FACULDADES INTEGRADAS VIANNA JUNIOR;FIVJ;Faculdade;Privada com fins lucrativos;1279732;Educacao Presencial;3136702;Juiz de Fora;MG;29;26;"40,342";"3,705";"36,115";"3,267";"3,377";4;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4732;Faculdade de Tecnologia e Inovacao Senac DF;;Faculdade;Privada sem fins lucrativos;5001153;Educacao Presencial;5300108;Brasilia;DF;26;21;"38,604";"3,431";"28,385";"2,166";"2,482";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4756;CENTRO UNIVERSITARIO MUNICIPAL DE SAO JOSE;USJ;Centro Universitario;Publica Municipal;1315343;Educacao Presencial;4216602;Sao Jose;SC;31;26;"33,823";"2,677";"30,711";"2,497";"2,542";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4784;FACULDADE CDL;;Faculdade;Privada sem fins lucrativos;1285323;Educacao Presencial;2304400;Fortaleza;CE;16;7;"25,6";"1,381";"23,7";"1,498";"1,469";2;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4785;INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE RONDONIA;IFRO;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1364108;Educacao Presencial;1100304;Vilhena;RO;17;13;37;"3,178";"40,384";"3,875";"3,701";4;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4785;INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE RONDONIA;IFRO;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1364335;Educacao Presencial;1100205;Porto Velho;RO;40;30;"32,633";"2,489";"30,62";"2,484";"2,485";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4785;INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE RONDONIA;IFRO;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1364338;Educacao Presencial;1100122;Ji-Parana;RO;32;19;"31,668";"2,337";"25,442";"1,746";"1,894";2;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4786;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO TOCANTINS";IFTO;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1314413;Educacao Presencial;1702109;Araguaina;TO;21;13;"32,123";"2,409";"29,061";"2,262";"2,299";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4826;FACULDADE ANHANG?RA DE CAMPINAS;;Faculdade;Privada com fins lucrativos;112826;Educacao Presencial;3509502;Campinas;SP;3;3;"31,866";"2,368";"17,533";"0,62";"1,057";2;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4901;Centro Universitario FASIPE;;Centro Universitario;Privada com fins lucrativos;1204536;Educacao Presencial;5107909;Sinop;MT;9;6;"26,15";"1,467";"30,416";"2,455";"2,208";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4915;FACULDADE ESTACIO DE CASTANHAL;ESTACIO CASTANHAL;Faculdade;Privada com fins lucrativos;1073316;Educacao Presencial;1502400;Castanhal;PA;16;0;;;;;;;Curso para o qual estatisticamente nao foi possivel calcular o indicador
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4926;FACULDADE DE TECNOLOGIA DE PRAIA GRANDE;FATECPG;Faculdade;Publica Estadual;1150328;Educacao Presencial;3541000;Praia Grande;SP;108;63;"34,19";"2,735";"30,685";"2,494";"2,554";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;4964;Centro Universitario de Ciencias e Tecnologia do Maranhao;UniFacema;Centro Universitario;Privada com fins lucrativos;1106470;Educacao Presencial;2103000;Caxias;MA;10;0;;;;;;SC;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;5013;CENTRO UNIVERSITARIO ESTADUAL DA ZONA OESTE;UEZO;Centro Universitario;Publica Estadual;116900;Educacao Presencial;3304557;Rio de Janeiro;RJ;60;43;"33,513";"2,628";"38,148";"3,557";"3,325";4;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;5016;FACULDADE DE EDUCACAO TECNOLOGICA DO ESTADO DO RIO DE JANEIRO FERNANDO MOTA;FAETERJ-Rio;Faculdade;Publica Estadual;96819;Educacao Presencial;3304557;Rio de Janeiro;RJ;72;55;"40,534";"3,735";"38,48";"3,604";"3,637";4;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;5036;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA CATARINENSE";IF Catarinense;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1264046;Educacao Presencial;4202404;Blumenau;SC;18;7;"47,942";"4,903";"45,6";"4,618";"4,69";5;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;5036;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA CATARINENSE";IF Catarinense;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1419856;Educacao Presencial;4205506;Fraiburgo;SC;6;6;"37,383";"3,238";"28,4";"2,168";"2,435";3;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;5053;FACULDADE DE EDUCACAO TECNOLOGICA DO ESTADO DO RIO DE JANEIRO;FAETERJ PARACAMBI;Faculdade;Publica Estadual;96841;Educacao Presencial;3303609;Paracambi;RJ;93;56;"32,057";"2,399";"23,664";"1,493";"1,72";2;
2021;72;TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Tecnologico;5105;Centro Universitario Internacional Signorelli;UNISIGNORELLI;Faculdade;Privada com fins lucrativos;1279743;Educacao Presencial;3304557;Rio de Janeiro;RJ;5;5;"18,72";"0,296";"14,94";"0,25";"0,262";1;
